vowels,lyrics
<bos> a iu <eos>,<bos> は 行く <eos>
<bos> iu uau <eos>,<bos> 行く 深く <eos>
<bos> a ieaiu <eos>,<bos> ああ 煮えたぎる <eos>
<bos> ieaiu oo <eos>,<bos> 煮えたぎる 喉 <eos>
<bos> oo o <eos>,<bos> 喉 の <eos>
<bos> o ou <eos>,<bos> の 奥 <eos>
<bos> ou ono <eos>,<bos> 奥 どんど <eos>
<bos> ono o <eos>,<bos> どんど ろ <eos>
<bos> o in <eos>,<bos> ろ りん <eos>
<bos> in o <eos>,<bos> りん と <eos>
<bos> o ooa <eos>,<bos> と 言葉 <eos>
<bos> ooa a <eos>,<bos> 言葉 が <eos>
<bos> a oe <eos>,<bos> が 溶け <eos>
<bos> oe e <eos>,<bos> 溶け て <eos>
<bos> e iu <eos>,<bos> て いく <eos>
<bos> iu o <eos>,<bos> いく もう <eos>
<bos> o ai <eos>,<bos> もう 愛 <eos>
<bos> ai aa <eos>,<bos> 愛 から <eos>
<bos> aa ai <eos>,<bos> から 愛 <eos>
<bos> ai e <eos>,<bos> 愛 へ <eos>
<bos> e aia <eos>,<bos> へ 愛さ <eos>
<bos> aia e <eos>,<bos> 愛さ れ <eos>
<bos> e e <eos>,<bos> れ て <eos>
<bos> e ai <eos>,<bos> て 愛 <eos>
<bos> ai ae <eos>,<bos> 愛 まで <eos>
<bos> ae oio <eos>,<bos> まで 脳みそ <eos>
<bos> oio enu <eos>,<bos> 脳みそ 全部 <eos>
<bos> enu ona <eos>,<bos> 全部 そんな <eos>
<bos> ona ani <eos>,<bos> そんな 感じ <eos>
<bos> ani a <eos>,<bos> 感じ ああ <eos>
<bos> a ao <eos>,<bos> ああ あの <eos>
<bos> ao i <eos>,<bos> あの 日 <eos>
<bos> i o <eos>,<bos> 日 の <eos>
<bos> o oo <eos>,<bos> の こと <eos>
<bos> oo o <eos>,<bos> こと を <eos>
<bos> o ooe <eos>,<bos> を 思え <eos>
<bos> ooe a <eos>,<bos> 思え ば <eos>
<bos> a at <eos>,<bos> ば 真っ <eos>
<bos> at uooe <eos>,<bos> 真っ 黒焦げ <eos>
<bos> uooe iai <eos>,<bos> 黒焦げ 痛み <eos>
<bos> iai e <eos>,<bos> 痛み で <eos>
<bos> e e <eos>,<bos> で 目 <eos>
<bos> e a <eos>,<bos> 目 が <eos>
<bos> a aeu <eos>,<bos> が 冴える <eos>
<bos> aeu o <eos>,<bos> 冴える もう <eos>
<bos> o ai <eos>,<bos> もう 愛 <eos>
<bos> ai aa <eos>,<bos> 愛 から <eos>
<bos> aa ai <eos>,<bos> から 愛 <eos>
<bos> ai e <eos>,<bos> 愛 へ <eos>
<bos> e aia <eos>,<bos> へ 愛さ <eos>
<bos> aia e <eos>,<bos> 愛さ れ <eos>
<bos> e e <eos>,<bos> れ て <eos>
<bos> e ai <eos>,<bos> て 愛 <eos>
<bos> ai ae <eos>,<bos> 愛 まで <eos>
<bos> ae oi <eos>,<bos> まで 年 <eos>
<bos> oi aa <eos>,<bos> 年 がら <eos>
<bos> aa en <eos>,<bos> がら 年 <eos>
<bos> en o <eos>,<bos> 年 も <eos>
<bos> o it <eos>,<bos> も 引っ <eos>
<bos> it ii <eos>,<bos> 引っ 切り <eos>
<bos> ii ai <eos>,<bos> 切り なし <eos>
<bos> ai ooa <eos>,<bos> なし 呪わ <eos>
<bos> ooa e <eos>,<bos> 呪わ れ <eos>
<bos> e a <eos>,<bos> れ た <eos>
<bos> a oua <eos>,<bos> た 僕ら <eos>
<bos> oua a <eos>,<bos> 僕ら は <eos>
<bos> a oio <eos>,<bos> は 虜 <eos>
<bos> oio i <eos>,<bos> 虜 に <eos>
<bos> i at <eos>,<bos> に なっ <eos>
<bos> at e <eos>,<bos> なっ て <eos>
<bos> e ito <eos>,<bos> て きっと <eos>
<bos> ito ai <eos>,<bos> きっと 愛 <eos>
<bos> ai a <eos>,<bos> 愛 だ <eos>
<bos> a oi <eos>,<bos> だ 恋 <eos>
<bos> oi a <eos>,<bos> 恋 だ <eos>
<bos> a o <eos>,<bos> だ を <eos>
<bos> o aue <eos>,<bos> を 忘れ <eos>
<bos> aue ae <eos>,<bos> 忘れ られ <eos>
<bos> ae ai <eos>,<bos> られ ない <eos>
<bos> ai aa <eos>,<bos> ない まま <eos>
<bos> aa e <eos>,<bos> まま で <eos>
<bos> e iu <eos>,<bos> で いる <eos>
<bos> iu ooa <eos>,<bos> いる 愚か <eos>
<bos> ooa a <eos>,<bos> 愚か さ <eos>
<bos> a i <eos>,<bos> さ に <eos>
<bos> i oaae <eos>,<bos> に 囚われ <eos>
<bos> oaae o <eos>,<bos> 囚われ もう <eos>
<bos> o ooe <eos>,<bos> もう 戻れ <eos>
<bos> ooe ai <eos>,<bos> 戻れ ない <eos>
<bos> ai a <eos>,<bos> ない な <eos>
<bos> a o <eos>,<bos> な そう <eos>
<bos> o a <eos>,<bos> そう さ <eos>
<bos> a ua <eos>,<bos> さ 修羅 <eos>
<bos> ua o <eos>,<bos> 修羅 の <eos>
<bos> o ia <eos>,<bos> の 庭 <eos>
<bos> ia ie <eos>,<bos> 庭 にて <eos>
<bos> ie ii <eos>,<bos> にて 君 <eos>
<bos> ii o <eos>,<bos> 君 と <eos>
<bos> o i <eos>,<bos> と 二 <eos>
<bos> i in <eos>,<bos> 二 人 <eos>
<bos> in ii <eos>,<bos> 人 きり <eos>
<bos> ii e <eos>,<bos> きり で <eos>
<bos> e aui <eos>,<bos> で 殴り <eos>
<bos> aui aua <eos>,<bos> 殴り 殴ら <eos>
<bos> aua e <eos>,<bos> 殴ら れ <eos>
<bos> e ano <eos>,<bos> れ 乱闘 <eos>
<bos> ano u <eos>,<bos> 乱闘 中 <eos>
<bos> aaa ooiae <eos>,<bos> さらば 思い出せ <eos>
<bos> ooiae ai <eos>,<bos> 思い出せ ない <eos>
<bos> ai o <eos>,<bos> ない よう <eos>
<bos> o a <eos>,<bos> よう な <eos>
<bos> a oen <eos>,<bos> な 呆然 <eos>
<bos> oen iiu <eos>,<bos> 呆然 自失 <eos>
<bos> iiu o <eos>,<bos> 自失 の <eos>
<bos> o aian <eos>,<bos> の 毎晩 <eos>
<bos> aian o <eos>,<bos> 毎晩 を <eos>
<bos> o ii <eos>,<bos> を 君 <eos>
<bos> ii o <eos>,<bos> 君 の <eos>
<bos> o uee <eos>,<bos> の 全て <eos>
<bos> uee e <eos>,<bos> 全て で <eos>
<bos> e aua <eos>,<bos> で 爆破 <eos>
<bos> aua i <eos>,<bos> 爆破 し <eos>
<bos> i e <eos>,<bos> し て <eos>
<bos> e anun <eos>,<bos> て 単純 <eos>
<bos> anun eiai <eos>,<bos> 単純 明快 <eos>
<bos> eiai ona <eos>,<bos> 明快 こんな <eos>
<bos> ona on <eos>,<bos> こんな もん <eos>
<bos> on a <eos>,<bos> もん だ <eos>
<bos> o o <eos>,<bos> の 脳 <eos>
<bos> o e <eos>,<bos> 脳 で <eos>
<bos> e uau <eos>,<bos> で 歌う <eos>
<bos> uau ate <eos>,<bos> 歌う たって <eos>
<bos> ate eio <eos>,<bos> たって 迷妄 <eos>
<bos> eio uai <eos>,<bos> 迷妄 醜態 <eos>
<bos> uai enu <eos>,<bos> 醜態 全部 <eos>
<bos> enu o <eos>,<bos> 全部 そう <eos>
<bos> o a <eos>,<bos> そう だ <eos>
<bos> a ituue <eos>,<bos> だ ひっくるめ <eos>
<bos> ituue e <eos>,<bos> ひっくるめ て <eos>
<bos> e ai <eos>,<bos> て 愛 <eos>
<bos> ai o <eos>,<bos> 愛 を <eos>
<bos> o ooi <eos>,<bos> を 注い <eos>
<bos> ooi e <eos>,<bos> 注い で <eos>
<bos> e i <eos>,<bos> で い <eos>
<bos> i ai <eos>,<bos> い たい <eos>
<bos> aai aaa <eos>,<bos> あたし あなた <eos>
<bos> aaa i <eos>,<bos> あなた に <eos>
<bos> i ae <eos>,<bos> に 会え <eos>
<bos> ae e <eos>,<bos> 会え て <eos>
<bos> e onoi <eos>,<bos> て 本当に <eos>
<bos> onoi ueii <eos>,<bos> 本当に 嬉しい <eos>
<bos> ueii o <eos>,<bos> 嬉しい の <eos>
<bos> o iaai <eos>,<bos> の に当たり <eos>
<bos> iaai ae <eos>,<bos> に当たり 前 <eos>
<bos> ae o <eos>,<bos> 前 の <eos>
<bos> o o <eos>,<bos> の よう <eos>
<bos> o i <eos>,<bos> よう に <eos>
<bos> i oea <eos>,<bos> に それら <eos>
<bos> oea uee <eos>,<bos> それら すべて <eos>
<bos> uee a <eos>,<bos> すべて が <eos>
<bos> a aaii <eos>,<bos> が 悲しい <eos>
<bos> aaii n <eos>,<bos> 悲しい ん <eos>
<bos> n a <eos>,<bos> ん だ <eos>
<bos> a ia <eos>,<bos> だ 今 <eos>
<bos> ia iai <eos>,<bos> 今 痛い <eos>
<bos> iai uai <eos>,<bos> 痛い くらい <eos>
<bos> uai iaae <eos>,<bos> くらい 幸せ <eos>
<bos> iaae a <eos>,<bos> 幸せ な <eos>
<bos> a ooie <eos>,<bos> な 思い出 <eos>
<bos> ooie a <eos>,<bos> 思い出 が <eos>
<bos> a iua <eos>,<bos> が いつか <eos>
<bos> iua uu <eos>,<bos> いつか 来る <eos>
<bos> uu o <eos>,<bos> 来る お <eos>
<bos> o aae <eos>,<bos> お 別れ <eos>
<bos> aae o <eos>,<bos> 別れ を <eos>
<bos> o oae <eos>,<bos> を 育て <eos>
<bos> oae e <eos>,<bos> 育て て <eos>
<bos> e auu <eos>,<bos> て 歩く <eos>
<bos> auu ae <eos>,<bos> 歩く 誰 <eos>
<bos> ae a <eos>,<bos> 誰 か <eos>
<bos> a o <eos>,<bos> か の <eos>
<bos> o iao <eos>,<bos> の 居場所 <eos>
<bos> iao o <eos>,<bos> 居場所 を <eos>
<bos> o uai <eos>,<bos> を 奪い <eos>
<bos> uai iiu <eos>,<bos> 奪い 生きる <eos>
<bos> iiu uai <eos>,<bos> 生きる くらい <eos>
<bos> uai aa <eos>,<bos> くらい なら <eos>
<bos> aa o <eos>,<bos> なら もう <eos>
<bos> o aai <eos>,<bos> もう あたし <eos>
<bos> aai a <eos>,<bos> あたし は <eos>
<bos> a iioo <eos>,<bos> は 石ころ <eos>
<bos> iioo i <eos>,<bos> 石ころ に <eos>
<bos> i eo <eos>,<bos> に でも <eos>
<bos> eo ae <eos>,<bos> でも なれ <eos>
<bos> ae a <eos>,<bos> なれ た <eos>
<bos> a aai <eos>,<bos> た ならい <eos>
<bos> aai iaa <eos>,<bos> ならい いなだ <eos>
<bos> iaa o <eos>,<bos> いなだ と <eos>
<bos> o i <eos>,<bos> と し <eos>
<bos> i aa <eos>,<bos> し たら <eos>
<bos> aa aniai <eos>,<bos> たら 勘違い <eos>
<bos> aniai o <eos>,<bos> 勘違い も <eos>
<bos> o oaoi <eos>,<bos> も 戸惑い <eos>
<bos> oaoi o <eos>,<bos> 戸惑い も <eos>
<bos> o ai <eos>,<bos> も ない <eos>
<bos> ai o <eos>,<bos> ない そう <eos>
<bos> o at <eos>,<bos> そう やっ <eos>
<bos> at e <eos>,<bos> やっ て <eos>
<bos> e aaa <eos>,<bos> て あなた <eos>
<bos> aaa ae <eos>,<bos> あなた まで <eos>
<bos> ae o <eos>,<bos> まで も <eos>
<bos> o ia <eos>,<bos> も 知ら <eos>
<bos> ia ai <eos>,<bos> 知ら ない <eos>
<bos> ai aa <eos>,<bos> ない まま <eos>
<bos> aa e <eos>,<bos> まま で <eos>
<bos> e aaa <eos>,<bos> で あなた <eos>
<bos> aaa i <eos>,<bos> あなた に <eos>
<bos> i aai <eos>,<bos> に あたし <eos>
<bos> aai o <eos>,<bos> あたし の <eos>
<bos> o ooi <eos>,<bos> の 思い <eos>
<bos> ooi a <eos>,<bos> 思い が <eos>
<bos> a enu <eos>,<bos> が 全部 <eos>
<bos> enu uaat <eos>,<bos> 全部 伝わっ <eos>
<bos> uaat e <eos>,<bos> 伝わっ て <eos>
<bos> e oii <eos>,<bos> て 欲しい <eos>
<bos> oii oi <eos>,<bos> 欲しい のに <eos>
<bos> oi ae <eos>,<bos> のに 誰 <eos>
<bos> ae i <eos>,<bos> 誰 に <eos>
<bos> i o <eos>,<bos> に も <eos>
<bos> o ie <eos>,<bos> も 言え <eos>
<bos> ie ai <eos>,<bos> 言え ない <eos>
<bos> ai iiu <eos>,<bos> ない 秘密 <eos>
<bos> iiu a <eos>,<bos> 秘密 が <eos>
<bos> a at <eos>,<bos> が あっ <eos>
<bos> at e <eos>,<bos> あっ て <eos>
<bos> e uo <eos>,<bos> て 嘘 <eos>
<bos> uo o <eos>,<bos> 嘘 を <eos>
<bos> o ui <eos>,<bos> を つい <eos>
<bos> ui e <eos>,<bos> つい て <eos>
<bos> e iau <eos>,<bos> て しまう <eos>
<bos> iau o <eos>,<bos> しまう の <eos>
<bos> o a <eos>,<bos> の だ <eos>
<bos> a aaa <eos>,<bos> だ あなた <eos>
<bos> aaa a <eos>,<bos> あなた が <eos>
<bos> a ooe <eos>,<bos> が 思え <eos>
<bos> ooe a <eos>,<bos> 思え ば <eos>
<bos> a oou <eos>,<bos> ば 思う <eos>
<bos> oou oi <eos>,<bos> 思う より <eos>
<bos> oi iuu <eos>,<bos> より いくつ <eos>
<bos> iuu o <eos>,<bos> いくつ も <eos>
<bos> o aai <eos>,<bos> も あたし <eos>
<bos> aai a <eos>,<bos> あたし は <eos>
<bos> a iui <eos>,<bos> は 意気地 <eos>
<bos> iui ai <eos>,<bos> 意気地 ない <eos>
<bos> ai oi <eos>,<bos> ない のに <eos>
<bos> oi oie <eos>,<bos> のに どうして <eos>
<bos> oie oie <eos>,<bos> どうして どうして <eos>
<bos> oie oie <eos>,<bos> どうして どうして <eos>
<bos> oie ie <eos>,<bos> どうして 消え <eos>
<bos> ie ai <eos>,<bos> 消え ない <eos>
<bos> ai aaii <eos>,<bos> ない 悲しみ <eos>
<bos> aaii o <eos>,<bos> 悲しみ も <eos>
<bos> o oooi <eos>,<bos> も 綻び <eos>
<bos> oooi o <eos>,<bos> 綻び も <eos>
<bos> o aaa <eos>,<bos> も あなた <eos>
<bos> aaa o <eos>,<bos> あなた と <eos>
<bos> o ie <eos>,<bos> と いれ <eos>
<bos> ie a <eos>,<bos> いれ ば <eos>
<bos> a oee <eos>,<bos> ば それで <eos>
<bos> oee oat <eos>,<bos> それで 良かっ <eos>
<bos> oat a <eos>,<bos> 良かっ た <eos>
<bos> a e <eos>,<bos> た ね <eos>
<bos> e o <eos>,<bos> ね と <eos>
<bos> o aaeu <eos>,<bos> と 笑える <eos>
<bos> aaeu o <eos>,<bos> 笑える の <eos>
<bos> o a <eos>,<bos> の が <eos>
<bos> aaa a <eos>,<bos> あなた が <eos>
<bos> a aii <eos>,<bos> が 愛し <eos>
<bos> aii e <eos>,<bos> 愛し て <eos>
<bos> e ue <eos>,<bos> て くれ <eos>
<bos> ue ai <eos>,<bos> くれ ない <eos>
<bos> ai aa <eos>,<bos> ない なら <eos>
<bos> aa aai <eos>,<bos> なら あたし <eos>
<bos> aai a <eos>,<bos> あたし は <eos>
<bos> a ii <eos>,<bos> は 生き <eos>
<bos> ii eu <eos>,<bos> 生き てる <eos>
<bos> eu ii <eos>,<bos> てる 意味 <eos>
<bos> ii ane <eos>,<bos> 意味 なんて <eos>
<bos> ane ai <eos>,<bos> なんて ない <eos>
<bos> ai a <eos>,<bos> ない わ <eos>
<bos> a iaaa <eos>,<bos> わ 今更 <eos>
<bos> iaaa oo <eos>,<bos> 今更 どこ <eos>
<bos> oo e <eos>,<bos> どこ へ <eos>
<bos> e o <eos>,<bos> へ も <eos>
<bos> o ie <eos>,<bos> も いけ <eos>
<bos> ie ai <eos>,<bos> いけ ない <eos>
<bos> ai aa <eos>,<bos> ない なら <eos>
<bos> aa iei <eos>,<bos> なら きれい <eos>
<bos> iei a <eos>,<bos> きれい な <eos>
<bos> a oi <eos>,<bos> な 鳥 <eos>
<bos> oi i <eos>,<bos> 鳥 に <eos>
<bos> i eo <eos>,<bos> に でも <eos>
<bos> eo ai <eos>,<bos> でも なり <eos>
<bos> ai ai <eos>,<bos> なり たい <eos>
<bos> ai a <eos>,<bos> たい わ <eos>
<bos> a ae <eos>,<bos> わ 誰 <eos>
<bos> ae oe <eos>,<bos> 誰 それ <eos>
<bos> oe oea <eos>,<bos> それ 大げさ <eos>
<bos> oea i <eos>,<bos> 大げさ に <eos>
<bos> i au <eos>,<bos> に 吐く <eos>
<bos> au uo <eos>,<bos> 吐く 嘘 <eos>
<bos> uo i <eos>,<bos> 嘘 に <eos>
<bos> i a <eos>,<bos> に は <eos>
<bos> a ii <eos>,<bos> は 易々 <eos>
<bos> ii ii <eos>,<bos> 易々 耳 <eos>
<bos> ii ana <eos>,<bos> 耳 なんか <eos>
<bos> ana aa <eos>,<bos> なんか 貸さ <eos>
<bos> aa ai <eos>,<bos> 貸さ ない <eos>
<bos> ai n <eos>,<bos> ない ん <eos>
<bos> n a <eos>,<bos> ん だ <eos>
<bos> a aa <eos>,<bos> だ から <eos>
<bos> aa aeae <eos>,<bos> から 誰彼 <eos>
<bos> aeae uaa <eos>,<bos> 誰彼 すがら <eos>
<bos> uaa u <eos>,<bos> すがら ず <eos>
<bos> u ii <eos>,<bos> ず 生き <eos>
<bos> ii e <eos>,<bos> 生き て <eos>
<bos> e i <eos>,<bos> て き <eos>
<bos> i a <eos>,<bos> き た <eos>
<bos> a o <eos>,<bos> た の <eos>
<bos> o a <eos>,<bos> の だ <eos>
<bos> a eo <eos>,<bos> だ けど <eos>
<bos> eo o <eos>,<bos> けど 今日 <eos>
<bos> o a <eos>,<bos> 今日 は <eos>
<bos> a aiii <eos>,<bos> は 寂しい <eos>
<bos> aiii a <eos>,<bos> 寂しい が <eos>
<bos> a uou <eos>,<bos> が 募る <eos>
<bos> uou i <eos>,<bos> 募る 日 <eos>
<bos> i i <eos>,<bos> 日 に <eos>
<bos> i at <eos>,<bos> に なっ <eos>
<bos> at e <eos>,<bos> なっ て <eos>
<bos> e aaii <eos>,<bos> て 悲しい <eos>
<bos> aaii e <eos>,<bos> 悲しい で <eos>
<bos> e iiu <eos>,<bos> で 満ちる <eos>
<bos> iiu ou <eos>,<bos> 満ちる 夜 <eos>
<bos> ou i <eos>,<bos> 夜 に <eos>
<bos> i at <eos>,<bos> に なっ <eos>
<bos> at e <eos>,<bos> なっ て <eos>
<bos> oto oau <eos>,<bos> ちょっと 病弱 <eos>
<bos> oau a <eos>,<bos> 病弱 な <eos>
<bos> a eun <eos>,<bos> な セブン <eos>
<bos> eun in <eos>,<bos> セブン ティーン <eos>
<bos> in ae <eos>,<bos> ティーン 枯れ <eos>
<bos> ae a <eos>,<bos> 枯れ た <eos>
<bos> a inu <eos>,<bos> た インク <eos>
<bos> inu o <eos>,<bos> インク と <eos>
<bos> o en <eos>,<bos> と ペン <eos>
<bos> en e <eos>,<bos> ペン で <eos>
<bos> e e <eos>,<bos> で 絵 <eos>
<bos> e o <eos>,<bos> 絵 を <eos>
<bos> o eai <eos>,<bos> を 描い <eos>
<bos> eai e <eos>,<bos> 描い て <eos>
<bos> e ui <eos>,<bos> て 継い <eos>
<bos> ui e <eos>,<bos> 継い で <eos>
<bos> e ui <eos>,<bos> で 接い <eos>
<bos> ui e <eos>,<bos> 接い で <eos>
<bos> e aa <eos>,<bos> で また <eos>
<bos> ou a <eos>,<bos> 夜 は <eos>
<bos> a an <eos>,<bos> は 何 <eos>
<bos> an o <eos>,<bos> 何 度 <eos>
<bos> o o <eos>,<bos> 度 も <eos>
<bos> o ai <eos>,<bos> も 泣い <eos>
<bos> ai e <eos>,<bos> 泣い て <eos>
<bos> e aa <eos>,<bos> て また <eos>
<bos> aa aia <eos>,<bos> また 明日 <eos>
<bos> aia aau <eos>,<bos> 明日 回る <eos>
<bos> aau auo <eos>,<bos> 回る 発条 <eos>
<bos> auo o <eos>,<bos> 発条 の <eos>
<bos> ou o <eos>,<bos> 僕 の <eos>
<bos> o oe <eos>,<bos> の 声 <eos>
<bos> oe o <eos>,<bos> 声 と <eos>
<bos> o aaa <eos>,<bos> と 頭 <eos>
<bos> aaa a <eos>,<bos> 頭 は <eos>
<bos> a aano <eos>,<bos> は がらんどう <eos>
<bos> aano iuo <eos>,<bos> がらんどう いつも <eos>
<bos> iuo aiei <eos>,<bos> いつも 最低 <eos>
<bos> aiei a <eos>,<bos> 最低 な <eos>
<bos> a iun <eos>,<bos> な 気分 <eos>
<bos> iun a <eos>,<bos> 気分 さ <eos>
<bos> a un <eos>,<bos> さ 君 <eos>
<bos> un i <eos>,<bos> 君 に <eos>
<bos> i aia <eos>,<bos> に 愛さ <eos>
<bos> aia e <eos>,<bos> 愛さ れ <eos>
<bos> e ai <eos>,<bos> れ たい <eos>
<bos> ai o <eos>,<bos> たい と <eos>
<bos> o eat <eos>,<bos> と 願っ <eos>
<bos> eat e <eos>,<bos> 願っ て <eos>
<bos> e i <eos>,<bos> て い <eos>
<bos> i ai <eos>,<bos> い たい <eos>
<bos> ai uto <eos>,<bos> たい ずっと <eos>
<bos> uto oeu <eos>,<bos> ずっと 病欠 <eos>
<bos> oeu o <eos>,<bos> 病欠 の <eos>
<bos> o eun <eos>,<bos> の セブン <eos>
<bos> eun in <eos>,<bos> セブン ティーン <eos>
<bos> in uoa <eos>,<bos> ティーン 曇ら <eos>
<bos> uoa ai <eos>,<bos> 曇ら ない <eos>
<bos> ai aa <eos>,<bos> ない まま <eos>
<bos> aa o <eos>,<bos> まま 今日 <eos>
<bos> o o <eos>,<bos> 今日 を <eos>
<bos> o aian <eos>,<bos> を 空き缶 <eos>
<bos> aian i <eos>,<bos> 空き缶 に <eos>
<bos> i oa <eos>,<bos> に 空 <eos>
<bos> oa o <eos>,<bos> 空 の <eos>
<bos> o aian <eos>,<bos> の 雷管 <eos>
<bos> aian o <eos>,<bos> 雷管 と <eos>
<bos> o ea <eos>,<bos> と ペーパー <eos>
<bos> ea atu <eos>,<bos> ペーパー バッグ <eos>
<bos> atu aa <eos>,<bos> バッグ 馬鹿 <eos>
<bos> aa iai <eos>,<bos> 馬鹿 みたい <eos>
<bos> iai i <eos>,<bos> みたい に <eos>
<bos> i ou <eos>,<bos> に 呼吸 <eos>
<bos> ou o <eos>,<bos> 呼吸 を <eos>
<bos> o ue <eos>,<bos> を 詰め <eos>
<bos> ue ie <eos>,<bos> 詰め 入れ <eos>
<bos> ie aai <eos>,<bos> 入れ たあい <eos>
<bos> aai o <eos>,<bos> たあい も <eos>
<bos> o aaa <eos>,<bos> も 変わら <eos>
<bos> aaa u <eos>,<bos> 変わら ず <eos>
<bos> u i <eos>,<bos> ず に <eos>
<bos> un o <eos>,<bos> 君 を <eos>
<bos> o ono <eos>,<bos> を 本当 <eos>
<bos> ono o <eos>,<bos> 本当 の <eos>
<bos> o uo <eos>,<bos> の 嘘 <eos>
<bos> uo e <eos>,<bos> 嘘 で <eos>
<bos> e aau <eos>,<bos> で 騙す <eos>
<bos> aau n <eos>,<bos> 騙す ん <eos>
<bos> n a <eos>,<bos> ん だ <eos>
<bos> a ou <eos>,<bos> だ 僕 <eos>
<bos> ou a <eos>,<bos> 僕 は <eos>
<bos> a uei <eos>,<bos> は 幽霊 <eos>
<bos> uei a <eos>,<bos> 幽霊 だ <eos>
<bos> a ono <eos>,<bos> だ 本当 <eos>
<bos> ono a <eos>,<bos> 本当 さ <eos>
<bos> a un <eos>,<bos> さ 君 <eos>
<bos> un o <eos>,<bos> 君 の <eos>
<bos> o e <eos>,<bos> の 目 <eos>
<bos> e i <eos>,<bos> 目 に <eos>
<bos> i a <eos>,<bos> に は <eos>
<bos> a ie <eos>,<bos> は 見え <eos>
<bos> ie ai <eos>,<bos> 見え ない <eos>
<bos> ai ao <eos>,<bos> ない だろ <eos>
<bos> ao u <eos>,<bos> だろ う <eos>
<bos> u eo <eos>,<bos> う けど <eos>
<bos> eo ona <eos>,<bos> けど そんな <eos>
<bos> ona ona <eos>,<bos> そんな こんな <eos>
<bos> ona e <eos>,<bos> こんな で <eos>
<bos> e uat <eos>,<bos> で 歌っ <eos>
<bos> uat e <eos>,<bos> 歌っ て <eos>
<bos> e a <eos>,<bos> て は <eos>
<bos> a oin <eos>,<bos> は 行進 <eos>
<bos> oin uu <eos>,<bos> 行進 する <eos>
<bos> uu uei <eos>,<bos> する 幽霊 <eos>
<bos> uei en <eos>,<bos> 幽霊 船 <eos>
<bos> en a <eos>,<bos> 船 だ <eos>
<bos> aaa o <eos>,<bos> あなた の <eos>
<bos> o iu <eos>,<bos> の 言う <eos>
<bos> iu oo <eos>,<bos> 言う こと <eos>
<bos> oo a <eos>,<bos> こと は <eos>
<bos> a io <eos>,<bos> は 思慮 <eos>
<bos> io ua <eos>,<bos> 思慮 深 <eos>
<bos> ua ui <eos>,<bos> 深 すぎ <eos>
<bos> ui e <eos>,<bos> すぎ て <eos>
<bos> e oeoe <eos>,<bos> て 惚れ惚れ <eos>
<bos> oeoe o <eos>,<bos> 惚れ惚れ と <eos>
<bos> o uu <eos>,<bos> と する <eos>
<bos> uu a <eos>,<bos> する わ <eos>
<bos> a oie <eos>,<bos> わ 教え <eos>
<bos> oie e <eos>,<bos> 教え て <eos>
<bos> e oo <eos>,<bos> て よそ <eos>
<bos> oo o <eos>,<bos> よそ の <eos>
<bos> o ooa <eos>,<bos> の 言葉 <eos>
<bos> ooa oo <eos>,<bos> 言葉 その <eos>
<bos> oo euau <eos>,<bos> その 哲学 <eos>
<bos> euau o <eos>,<bos> 哲学 の <eos>
<bos> o aeu <eos>,<bos> の 帰る <eos>
<bos> aeu ao <eos>,<bos> 帰る 場所 <eos>
<bos> ao iuie <eos>,<bos> 場所 について <eos>
<bos> iuie eiau <eos>,<bos> について 脆弱 <eos>
<bos> eiau a <eos>,<bos> 脆弱 だ <eos>
<bos> a eiau <eos>,<bos> だ 脆弱 <eos>
<bos> eiau a <eos>,<bos> 脆弱 だ <eos>
<bos> a eiau <eos>,<bos> だ 脆弱 <eos>
<bos> eiau a <eos>,<bos> 脆弱 だ <eos>
<bos> a o <eos>,<bos> だ そう <eos>
<bos> o at <eos>,<bos> そう やっ <eos>
<bos> at e <eos>,<bos> やっ て <eos>
<bos> e an <eos>,<bos> て なん <eos>
<bos> an ate <eos>,<bos> なん だって <eos>
<bos> ate oo <eos>,<bos> だって 情操 <eos>
<bos> oo o <eos>,<bos> 情操 と <eos>
<bos> o eto <eos>,<bos> と 節操 <eos>
<bos> eto a <eos>,<bos> 節操 が <eos>
<bos> a ai <eos>,<bos> が ない <eos>
<bos> ai ai <eos>,<bos> ない ない <eos>
<bos> ai u <eos>,<bos> ない つ <eos>
<bos> u ate <eos>,<bos> つ だって <eos>
<bos> ate it <eos>,<bos> だって 言っ <eos>
<bos> it eu <eos>,<bos> 言っ てる <eos>
<bos> eu a <eos>,<bos> てる じゃ <eos>
<bos> a ai <eos>,<bos> じゃ ない <eos>
<bos> ai uei <eos>,<bos> ない 素敵 <eos>
<bos> uei a <eos>,<bos> 素敵 な <eos>
<bos> a ooa <eos>,<bos> な 言葉 <eos>
<bos> ooa aa <eos>,<bos> 言葉 また <eos>
<bos> aa oae <eos>,<bos> また 唱え <eos>
<bos> oae e <eos>,<bos> 唱え て <eos>
<bos> e ie <eos>,<bos> て 見せ <eos>
<bos> ie e <eos>,<bos> 見せ て <eos>
<bos> o at <eos>,<bos> そう やっ <eos>
<bos> at e <eos>,<bos> やっ て <eos>
<bos> e aa <eos>,<bos> て また <eos>
<bos> aa ai <eos>,<bos> また 吐き <eos>
<bos> ai iai <eos>,<bos> 吐き 散らし <eos>
<bos> iai e <eos>,<bos> 散らし て <eos>
<bos> e a <eos>,<bos> て さ <eos>
<bos> a ooeui <eos>,<bos> さ 堂々巡り <eos>
